order_id,customer_id,customer_name,gender,age,country,city,product_category,product_name,quantity,price,discount,order_date,delivery_days,payment_method,order_status,rating,review_text
10574,4772,Eva,Female,29,,Toronto,Electronics,Phone,4,977.42,0,2021-04-20,11,,Pending,1,Excellent
10462,6231,,Female,44,UK,,Food,,8,1083.65,5,2021-06-07,7,Net Banking,Delivered,1,Bad
41,6294,Grace,Female,45,Germany,New York,Books,Laptop,6,952.26,10,2021-08-03,14,Credit Card,Pending,3,Excellent
5828,2845,Charlie,M,35,Germany,New York,Electronics,Pizza,4,737.12,10,2022-12-21,11,Cash,,,Poor
8260,6421,Alice,,18,UK,London,Books,Pizza,3,979.35,,2021-08-24,10,Credit Card,Pending,,Good
988,2987,Eva,Female,67,,Toronto,Books,Phone,4,536.01,0,2023-04-20,11,UPI,Returned,2,Average
14088,6635,Frank,M,40,India,Toronto,Furniture,Chair,8,384.58,5,2022-11-12,13,Net Banking,Returned,5,Excellent
14850,5829,,M,56,,,Clothing,Novel,4,646.35,0,2023-04-12,14,Cash,Cancelled,3,Average
7805,2985,Eva,,34,Germany,Mumbai,Electronics,Novel,5,11.08,20,2022-09-06,2,UPI,Cancelled,4,
7790,4292,,F,62,India,London,Furniture,,,874.39,5,2023-02-20,9,Credit Card,Returned,2,Good
5718,4242,David,Male,59,India,Mumbai,Electronics,Shirt,6,93.2,15,2021-04-06,3,,Delivered,,Average
12201,7461,Grace,,63,,Berlin,Furniture,Novel,9,295.3,0,2021-12-20,8,Credit Card,Cancelled,4,
13944,6091,Alice,F,18,India,Paris,Electronics,Chair,4,791.22,15,2022-09-21,5,Cash,Pending,,
3199,7356,Bob,Male,55,UK,Berlin,Clothing,Phone,,1385.41,,2023-01-21,,UPI,,4,Bad
5375,1252,Alice,Male,21,Canada,,,Pizza,4,1093.5,0,2021-09-29,5,Cash,,4,Poor
4791,1123,,Male,68,USA,Toronto,,Laptop,6,630.11,10,2022-05-20,7,Credit Card,,,Poor
7184,2236,Charlie,M,32,,Mumbai,Books,Pizza,8,151.01,15,2023-01-18,8,,,2,Bad
2525,1623,Alice,Female,38,UK,,Clothing,Laptop,2,841.92,10,2021-05-25,2,Cash,,1,Good
9278,4156,Eva,Male,38,Germany,Mumbai,Electronics,Shirt,3,1814.53,10,2023-04-10,5,Debit Card,Pending,,Poor
2480,6635,Eva,Female,68,Germany,New York,Clothing,,7,341.62,10,2023-03-01,2,,Cancelled,1,Poor
9886,4136,Bob,Male,39,Germany,Mumbai,,Shirt,6,1724.95,10,2022-11-12,9,Debit Card,Returned,,Good
10508,4389,Bob,M,61,Germany,New York,Electronics,Phone,9,1540.65,5,2023-06-02,2,Debit Card,Delivered,1,Excellent
5155,4417,Bob,Male,31,Canada,Toronto,Food,Shirt,2,1124.77,5,2022-12-27,8,,Delivered,4,Excellent
779,2655,Frank,,52,USA,New York,Food,Phone,,915.26,20,2021-08-09,10,,Pending,1,Bad
12782,2266,Grace,F,21,,Paris,,Phone,4,1315.82,10,2021-08-04,2,Cash,Returned,1,Average
9778,3945,Charlie,Male,52,Canada,Mumbai,Electronics,,,1510.15,20,2023-03-03,13,Cash,Cancelled,3,Excellent
1493,2160,Frank,F,49,India,Toronto,Food,Pizza,9,1560.76,20,2022-11-06,1,Credit Card,,2,
14079,3294,,F,45,UK,Berlin,Books,Chair,6,1400.39,15,2021-08-08,1,Debit Card,Returned,1,Poor
661,1440,Frank,M,29,Germany,London,,Novel,7,736.46,0,2023-05-16,8,Credit Card,Returned,2,Average
1349,3092,Frank,F,47,India,New York,Electronics,,1,53.76,10,2021-11-01,10,Debit Card,Pending,4,
13616,3705,,M,26,UK,,Furniture,Phone,7,972.88,5,2022-05-24,14,UPI,Cancelled,4,Excellent
9492,4759,Alice,Male,36,USA,Toronto,Food,Phone,1,291.14,15,2022-10-01,11,UPI,,,Good
12133,6112,David,Female,33,France,London,,Phone,1,903.79,,2023-01-16,3,Cash,Returned,,Average
10179,1553,,M,47,USA,New York,,Laptop,2,920.32,,2022-01-06,2,Debit Card,,1,Poor
7852,5904,Grace,F,18,France,Berlin,Books,Chair,7,1023.13,,2021-03-08,11,Cash,Pending,1,Poor
7157,6066,Alice,F,63,Germany,New York,Electronics,Phone,6,1879.02,,2021-08-02,3,Cash,Cancelled,1,Excellent
2045,2112,,Male,62,India,,Furniture,Novel,7,1260.52,5,2021-10-19,10,,Pending,3,Poor
7369,3777,Bob,M,40,Canada,Paris,Books,,,83.59,20,2021-06-29,5,Credit Card,Cancelled,,Average
3517,2833,,Male,29,India,,Food,Laptop,3,1469.41,0,2022-05-26,8,Cash,Cancelled,4,Excellent
14217,2314,Charlie,M,22,UK,New York,,Pizza,4,1380.09,20,2021-03-19,2,,Pending,2,Average
13636,4493,,Female,37,France,,Electronics,,,1568.48,20,2022-04-27,4,,Delivered,2,Poor
9251,4138,Frank,,20,,Mumbai,Food,Laptop,5,755.43,0,2023-04-03,3,Debit Card,,1,Bad
9169,6370,Alice,Male,19,France,Paris,Furniture,Pizza,4,1823.81,10,2023-04-14,7,Credit Card,Pending,2,Excellent
4578,4112,Grace,F,60,UK,New York,Electronics,Novel,1,1361.46,20,2022-11-24,2,Cash,Cancelled,4,Average
728,1098,Eva,Male,37,India,New York,Books,Chair,2,332.44,10,2023-01-23,7,Cash,Returned,2,Average
10720,4925,Grace,M,19,Canada,London,Food,Laptop,7,1390.64,15,2022-10-30,5,Debit Card,Cancelled,5,Average
11329,2479,Frank,Male,65,India,New York,,Novel,5,852.6,10,2023-04-26,,Credit Card,Delivered,2,Average
13320,6710,Grace,Female,57,UK,Toronto,Clothing,Shirt,3,802.46,15,2021-06-13,1,,Cancelled,3,
7469,5396,Alice,M,52,Canada,Toronto,Books,Phone,8,153.93,,2022-11-09,5,Net Banking,Returned,1,Good
343,2222,Eva,F,,Canada,Paris,Food,Phone,,1346.54,0,2022-07-07,11,Credit Card,Pending,1,Average
1448,6778,,F,21,France,Toronto,Clothing,Phone,,692.68,20,2023-03-24,12,Debit Card,Cancelled,,Excellent
10572,5583,Alice,M,,,New York,,Chair,6,1136.01,20,2022-09-23,7,Debit Card,Delivered,2,
6582,6520,,Female,53,,London,Furniture,Phone,4,1783.92,20,2023-02-25,,Net Banking,Cancelled,,
11852,2004,Alice,Male,57,Canada,Berlin,Electronics,Shirt,1,742.62,15,2022-01-13,14,,Delivered,3,Poor
6318,1476,,,23,Germany,London,Furniture,Phone,8,411.28,0,2021-02-23,12,,Cancelled,,
14895,6241,Frank,F,31,UK,London,Furniture,Shirt,3,1097.16,,2021-06-19,11,,Cancelled,5,Average
527,6431,,Female,32,India,New York,Electronics,Chair,2,1990.22,20,2022-03-04,4,Debit Card,Returned,4,Good
10089,2135,Alice,Female,66,Germany,Berlin,Books,Laptop,9,890.59,0,2022-05-21,1,UPI,,4,Bad
12947,3856,Bob,Female,54,,,Food,Novel,3,948.38,20,2023-03-15,6,UPI,Pending,1,Average
10266,2705,Grace,Male,50,Germany,Toronto,Furniture,Chair,8,41.9,,2021-04-04,2,UPI,Delivered,1,
13108,1517,Eva,Female,61,France,Paris,Books,,4,733.79,5,2022-06-21,8,Debit Card,,2,Poor
6749,2220,,Female,36,,Toronto,Clothing,Laptop,2,1959.9,0,2022-05-06,8,Net Banking,,5,Excellent
406,3506,Charlie,M,29,Canada,,Furniture,Phone,4,909.11,15,2022-04-24,11,Net Banking,Delivered,1,Bad
14568,5325,David,M,60,,Paris,Books,Phone,4,149.26,,2021-04-10,5,,Cancelled,5,Bad
14869,2191,Grace,Female,26,UK,Toronto,Books,,5,1556.68,,2022-10-27,3,UPI,Cancelled,1,Good
7987,4880,Frank,Female,36,Germany,Mumbai,,Chair,3,1742.96,20,2021-05-29,11,Cash,Returned,2,Good
9766,7151,Eva,M,49,USA,London,Food,Chair,5,1409.91,0,2022-05-02,14,UPI,Cancelled,1,Average
14100,4243,Bob,Male,45,Germany,London,Furniture,Phone,6,592.24,,2021-12-08,11,Credit Card,Cancelled,3,Excellent
12793,2977,Eva,M,45,Germany,Mumbai,Electronics,Laptop,3,639.21,5,2021-11-30,5,Net Banking,Pending,3,Average
3741,6479,Charlie,M,48,Germany,,Food,Shirt,2,1255.46,,2022-02-17,5,Debit Card,Pending,4,Bad
12467,3242,Frank,M,53,UK,New York,Electronics,Pizza,9,1429.28,20,2021-03-14,11,Cash,Cancelled,,
12420,4090,Eva,M,30,France,Paris,Electronics,Laptop,8,1496.19,,2023-05-03,,Net Banking,Delivered,5,Good
1847,7497,Grace,,59,France,Toronto,Books,Pizza,6,1753.05,0,2022-12-27,8,Cash,Cancelled,4,Good
1479,2887,Bob,F,50,USA,Paris,Electronics,Pizza,5,1284.04,5,2021-05-19,3,Debit Card,Delivered,,Average
10588,6168,Frank,Male,59,Canada,Mumbai,Electronics,Chair,4,1161.11,10,2021-01-15,12,Cash,Returned,1,Good
14876,5559,Bob,Male,35,USA,Mumbai,Food,Laptop,6,916.4,15,2022-01-12,12,Debit Card,Pending,3,
772,7499,Frank,Female,46,,Toronto,Furniture,Laptop,1,1766.48,15,2021-01-17,5,UPI,Returned,,Good
5526,7993,David,,62,Germany,Mumbai,Food,Shirt,7,739.58,20,2021-08-05,5,Debit Card,Pending,2,
14412,1973,Charlie,Female,56,,Berlin,Books,Pizza,2,589.13,20,2022-03-21,,Net Banking,Returned,5,Excellent
8771,6277,David,Male,25,Germany,London,Furniture,Shirt,1,1680.53,0,2021-01-24,12,Net Banking,,1,Excellent
11094,1065,Grace,Male,66,Germany,Paris,Food,Novel,1,786.02,20,2022-08-05,14,UPI,Cancelled,5,Good
13804,7092,Grace,Female,39,USA,New York,Furniture,,2,1795.73,20,2023-02-13,2,Cash,Cancelled,,Average
194,3906,Grace,F,18,France,,Clothing,Pizza,3,1348.1,20,2022-06-02,13,,Cancelled,,Excellent
2008,1570,Alice,Female,65,USA,Berlin,Food,Shirt,3,1867.81,5,2023-01-25,10,Credit Card,Pending,4,Bad
1186,4892,Grace,F,48,Canada,London,,Shirt,,276.21,0,2023-03-04,9,UPI,Pending,2,Bad
2395,1307,Bob,F,37,France,,,Pizza,9,362.09,15,2022-10-22,4,,Cancelled,3,Excellent
11191,4408,David,M,53,USA,Berlin,Furniture,Phone,8,1897.78,,2022-08-26,,Debit Card,Cancelled,3,
13673,4742,Bob,Male,40,France,London,Electronics,Phone,1,1594.65,20,2023-02-26,3,Net Banking,Returned,2,Poor
9985,1782,Frank,M,34,USA,Mumbai,Clothing,Shirt,,1139.88,15,2021-10-18,9,Credit Card,Delivered,1,Average
9303,5216,,Male,62,France,,Electronics,Novel,,1704.52,10,2021-10-20,13,Cash,Cancelled,3,Good
4006,1765,Bob,M,27,,New York,Clothing,Laptop,5,1417.54,15,2022-11-22,1,Net Banking,,4,Excellent
7430,4475,Alice,F,26,UK,Mumbai,,Novel,5,972.66,15,2022-10-14,1,UPI,Delivered,1,Poor
2262,1772,Bob,M,63,UK,Paris,Books,Pizza,7,1415.58,10,2021-07-26,8,Debit Card,Cancelled,4,Average
3737,4857,Frank,,34,India,Paris,Furniture,Chair,7,830.49,5,2022-02-17,14,UPI,Delivered,3,Good
11986,7239,,M,20,Canada,Paris,Clothing,Phone,8,1908.5,10,2023-06-07,5,UPI,,2,Average
10129,4185,Frank,M,50,,,Furniture,Phone,2,987.82,20,2022-08-26,10,Net Banking,Delivered,1,Average
6717,6082,David,M,18,France,Paris,Books,Pizza,2,266.87,,2022-09-10,14,UPI,Delivered,5,Bad
4876,7105,Grace,,37,France,Berlin,Clothing,,2,734.64,,2021-10-28,14,Cash,Pending,,Good
12550,1539,Charlie,Male,19,Canada,New York,Furniture,,9,1223.63,10,2022-02-17,9,Cash,Cancelled,4,Excellent
8922,3049,Eva,M,33,Canada,New York,,Phone,,821.42,,2021-12-22,13,Debit Card,Returned,2,Average
4379,4283,,Male,26,France,,Food,Phone,9,1912.83,20,2022-09-02,3,Debit Card,Delivered,,Good
7816,5675,David,Female,31,India,Paris,Furniture,Laptop,8,1913.49,0,2021-11-05,11,,,3,Bad
13779,2663,,F,18,USA,London,Furniture,Novel,1,1223.57,20,2022-02-18,11,Debit Card,Returned,,Average
3452,7476,Alice,Female,52,,Mumbai,Furniture,Phone,1,25.96,15,2022-03-05,12,Credit Card,Pending,3,Good
12650,2047,Eva,,35,Canada,Paris,Electronics,Shirt,8,866.14,,2021-03-29,4,Cash,Cancelled,2,Poor
7617,4836,Bob,,18,UK,London,Clothing,Shirt,2,1288.11,10,2021-12-27,14,Debit Card,Delivered,4,Poor
12729,4439,David,Male,60,India,Toronto,Furniture,Chair,7,1804.61,5,2022-01-12,6,Net Banking,Cancelled,5,Good
10333,7885,Eva,Male,22,,New York,Books,Novel,1,414.56,0,2022-07-08,8,UPI,Pending,3,Bad
9837,1505,Grace,M,28,UK,Mumbai,Furniture,Shirt,6,175.73,0,2021-02-12,4,Cash,Delivered,1,Good
2801,4247,Grace,Female,55,Germany,New York,Furniture,Pizza,,1397.81,0,2021-09-28,9,Net Banking,Pending,3,Average
13155,4500,David,Male,41,India,New York,Food,Shirt,5,503.25,0,2022-06-30,4,Credit Card,,5,Excellent
13736,2910,Grace,Male,56,India,Berlin,Food,,8,1764.38,15,2022-06-13,8,Credit Card,Pending,,Good
8334,1732,Bob,Male,62,,Mumbai,Food,Phone,8,1731.76,,2021-01-02,3,,,2,Average
5411,4513,Frank,F,49,UK,Berlin,Electronics,Laptop,,1116.75,10,2023-05-14,12,UPI,,,Poor
1456,2571,David,Male,33,France,Toronto,Books,Novel,3,975.96,5,2022-12-17,4,Credit Card,Pending,5,Good
6893,5609,Alice,F,20,Germany,,Clothing,Shirt,3,92.59,5,2022-09-24,5,Debit Card,Pending,,Good
14164,3942,Eva,,64,UK,Paris,Books,Shirt,,1991.46,5,2021-11-11,4,Cash,Delivered,2,
14136,5456,Eva,M,25,India,Mumbai,Food,Laptop,,481.62,10,2022-07-04,,Cash,Cancelled,4,Poor
5809,3321,Eva,Female,49,France,London,Books,,8,813.47,,2021-02-25,,,Cancelled,1,Average
6797,7320,David,Male,39,Germany,New York,Electronics,Phone,8,1236.54,10,2023-06-05,6,UPI,,,Excellent
4797,4335,Bob,F,69,France,New York,Furniture,Shirt,6,822.46,,2021-09-27,1,Cash,Returned,1,Poor
5094,5622,David,Male,65,UK,Berlin,Food,Chair,1,1636.31,5,2022-09-07,11,Credit Card,Pending,,Average
10289,5374,David,Male,34,France,Toronto,Clothing,Phone,9,151.43,20,2023-03-11,14,,Pending,,
1326,3753,Grace,F,44,India,Berlin,Electronics,,8,1520.31,20,2021-01-09,9,Cash,Delivered,1,Average
4977,2372,Frank,Male,62,India,Toronto,Books,Novel,7,456.13,20,2023-06-16,10,Cash,Returned,3,
9406,7042,Eva,Female,20,,Berlin,Clothing,,1,1342.64,0,2022-02-12,3,Credit Card,Delivered,1,
1160,2444,Bob,,43,USA,Mumbai,Clothing,Shirt,1,1570.58,5,2022-04-17,4,UPI,Returned,2,Average
4651,4376,Charlie,M,52,,New York,Food,Pizza,9,1637.72,,2022-06-18,10,Cash,Returned,1,Bad
12692,7207,,Male,30,Germany,Toronto,Furniture,Shirt,1,1252.91,0,2021-12-01,,,Delivered,1,
4988,1289,Bob,F,34,UK,Toronto,Electronics,Phone,1,1492.51,5,2021-08-07,10,Cash,Pending,2,Excellent
4698,3065,Grace,Female,47,,London,Books,Chair,6,1474.97,15,2023-06-19,6,Cash,,1,Bad
14119,1063,David,Male,46,France,Toronto,Books,Phone,1,36.41,15,2022-10-27,12,,,,Bad
341,4945,Alice,,31,Canada,,Electronics,Phone,3,1204.29,20,2021-02-06,10,UPI,Returned,1,Average
3829,1329,Bob,,47,India,Toronto,Electronics,Pizza,2,619.95,,2021-01-08,14,Debit Card,Delivered,5,Average
1969,6989,Eva,F,54,USA,Mumbai,Clothing,Phone,7,951.3,15,2022-07-20,9,Net Banking,,2,Average
704,5858,Alice,Male,61,UK,,,Chair,4,1294.05,0,2023-06-06,5,UPI,Delivered,5,Excellent
12606,2963,Charlie,Male,65,India,New York,,Laptop,5,1845.5,20,2021-03-08,1,Credit Card,Delivered,5,Good
14954,4088,Charlie,Male,55,UK,Paris,Furniture,Pizza,7,1334.82,15,2023-05-25,3,,Delivered,1,
5483,3490,,,26,India,Paris,Furniture,Pizza,2,820.62,5,2022-03-02,6,UPI,Delivered,3,Average
10622,1140,Alice,Male,65,,,Food,Chair,4,781.95,,2022-11-28,1,UPI,Delivered,1,Average
6377,6427,Grace,Male,49,UK,Berlin,,Chair,9,612.74,,2021-09-21,5,Debit Card,,2,Excellent
1801,5539,Charlie,Male,21,,Toronto,Books,Laptop,3,1248.71,15,2022-01-27,12,Credit Card,Returned,5,Excellent
5464,7639,Alice,Male,23,India,,Books,Pizza,6,1352.28,,2021-06-01,12,Credit Card,Returned,2,Average
13861,3473,David,F,68,,Berlin,,Phone,4,1851.24,,2022-09-11,10,Cash,Returned,2,Bad
4913,6594,Alice,,18,Canada,Berlin,,Pizza,,236.03,20,2022-12-04,10,Net Banking,Cancelled,5,Poor
4649,4903,David,M,42,Canada,New York,Electronics,Phone,8,1894.19,15,2021-12-09,6,Net Banking,Delivered,3,Poor
856,6364,,F,57,Canada,Berlin,,,,1025.84,15,2023-04-26,,Net Banking,Cancelled,2,Poor
10005,1449,Grace,Male,55,Canada,London,Food,Phone,2,1348.89,5,2021-03-11,1,Credit Card,Pending,3,Bad
2867,2825,Eva,M,20,France,London,Furniture,Pizza,5,1364.65,5,2023-02-28,10,Debit Card,Returned,4,
11835,5446,Eva,Female,38,Germany,Paris,,Pizza,,324.36,,2021-11-02,13,Cash,Pending,3,Bad
183,5694,Charlie,M,31,India,Mumbai,Furniture,Laptop,4,1384.09,15,2022-04-13,14,Credit Card,Pending,2,Poor
3113,5806,Frank,F,47,UK,Toronto,Furniture,Shirt,9,421.05,0,2021-07-12,2,Cash,Pending,1,Poor
5671,1869,Frank,,19,India,New York,Food,Pizza,7,686.71,15,2022-08-10,2,Cash,Returned,1,Bad
4493,7079,Alice,F,65,,Mumbai,Food,Novel,6,1745.52,0,2022-11-01,,Cash,Returned,1,
5824,6280,Grace,,39,USA,Berlin,Electronics,Laptop,8,1683.74,,2022-04-29,7,UPI,Pending,1,Poor
1518,4564,,,30,Canada,New York,Clothing,Phone,3,1389.15,,2021-01-10,1,Debit Card,Returned,,Excellent
5003,4659,David,,42,France,Berlin,Food,,3,326.71,,2021-07-29,12,Debit Card,Cancelled,5,Average
1357,4602,Eva,Female,65,Canada,Mumbai,Furniture,Shirt,3,413.66,15,2021-11-27,1,Net Banking,Returned,3,Excellent
10367,1392,Grace,M,60,Canada,Paris,Food,Chair,1,1354.35,20,2023-02-06,5,UPI,,1,Poor
3630,1841,Eva,F,28,USA,London,Clothing,Phone,,563.48,15,2021-01-08,6,Cash,Delivered,1,Average
3629,3448,Eva,F,65,,London,Food,Phone,8,586.81,,2021-09-18,2,Net Banking,Cancelled,1,Average
12289,7193,Charlie,,27,,London,Furniture,,8,369.55,0,2021-10-28,3,Credit Card,Cancelled,5,
11432,3791,Eva,Female,66,UK,New York,Electronics,Shirt,7,800.62,5,2023-04-07,7,Cash,Delivered,5,
11884,6414,,Female,61,India,Berlin,Food,Chair,3,250.84,0,2023-05-19,10,Credit Card,,,Average
8211,3953,Frank,Male,54,,London,Furniture,Novel,,1403.47,15,2021-07-12,12,Debit Card,Returned,5,Poor
11596,6131,,Female,42,,Berlin,Food,Laptop,7,13.35,,2022-02-05,7,UPI,Returned,4,Good
12872,2358,Bob,,61,India,London,Electronics,Shirt,7,75.64,5,2021-01-20,2,,,1,Good
12744,1990,Charlie,,52,USA,Mumbai,Books,,,1587.36,15,2022-11-14,11,UPI,Cancelled,4,
11197,2038,Alice,M,36,Germany,,Furniture,Chair,7,275.4,10,2022-11-03,,Net Banking,Delivered,1,Bad
6133,1027,Bob,,45,,Paris,Furniture,Pizza,4,1652.33,15,2023-03-30,,,Delivered,4,Excellent
9325,1387,Charlie,M,59,France,Berlin,Food,Novel,5,41.33,10,2022-06-14,9,Cash,Pending,3,Good
11532,6411,Grace,Female,65,India,New York,Books,Novel,5,321.71,,2022-10-23,10,Cash,Delivered,1,Poor
6589,1832,Charlie,Male,68,India,London,Furniture,Laptop,4,979.78,0,2021-11-05,6,Credit Card,Returned,5,Excellent
3312,1249,,F,60,UK,Mumbai,Furniture,Laptop,1,808.73,0,2022-08-16,12,Debit Card,Delivered,5,Poor
6049,3027,David,,65,,London,Books,Laptop,2,958.29,15,2023-04-16,9,Debit Card,,,Average
11565,2528,Bob,Female,27,USA,Paris,Food,,,1972.93,5,2022-05-16,4,Net Banking,Returned,,Excellent
14938,5193,Bob,,32,UK,,,Laptop,2,1230.3,0,2023-04-27,4,,Pending,,Good
6247,2838,,M,49,France,Toronto,Furniture,Pizza,5,295.65,10,2023-04-27,6,UPI,Pending,2,Bad
988,2360,Frank,Female,20,India,London,Furniture,Novel,3,364.96,5,2021-11-06,3,Credit Card,Returned,3,Good
3322,6158,Bob,F,41,USA,Paris,Electronics,Pizza,2,1563.0,15,2022-01-25,10,Net Banking,,4,Excellent
4616,4109,Eva,M,27,Canada,Berlin,Clothing,Laptop,5,651.14,10,2022-12-30,11,Credit Card,Returned,5,Average
13147,2323,Frank,Female,61,,Paris,Furniture,Shirt,2,1237.35,15,2022-01-06,13,,Delivered,1,Good
8366,3226,Grace,F,47,USA,Mumbai,Furniture,,,820.81,5,2021-07-16,9,Debit Card,Pending,5,Good
13655,4680,Eva,M,58,USA,Toronto,,,3,175.64,20,2021-12-07,13,Net Banking,Cancelled,,
3742,1891,Frank,F,68,France,Mumbai,Furniture,Chair,9,1992.52,5,2022-10-04,4,Debit Card,Pending,3,Excellent
3053,6588,Alice,Female,50,Germany,Berlin,,Shirt,7,830.9,,2023-06-11,9,Net Banking,,,
6575,2305,Grace,M,62,,New York,Electronics,Novel,9,279.68,5,2021-05-10,3,Debit Card,Pending,5,Bad
727,7893,Frank,Male,42,Germany,,Books,Novel,7,1654.86,0,2023-01-25,3,Net Banking,Returned,1,Excellent
3761,6283,Alice,,56,Germany,Mumbai,Clothing,Pizza,4,949.86,0,2022-12-22,1,UPI,Cancelled,3,Good
5807,5548,Frank,Male,69,UK,Berlin,Electronics,Chair,,251.68,5,2022-05-07,13,Credit Card,Cancelled,4,Bad
1876,5192,Alice,F,,UK,Toronto,Clothing,Laptop,,1157.93,15,2022-07-05,14,Debit Card,Delivered,3,Excellent
6994,7452,Eva,Female,56,France,,Food,Laptop,6,1489.36,10,2021-05-06,9,Debit Card,Pending,3,Bad
13970,1261,Grace,,42,USA,,Furniture,Shirt,1,662.55,,2022-10-02,13,,Returned,,Good
4034,3340,Grace,Female,55,Germany,Berlin,Books,,1,1007.42,10,2023-01-19,2,Cash,,1,Average
5444,2793,Frank,F,29,India,Mumbai,Clothing,Chair,3,1763.78,,2023-01-01,7,,Pending,4,Good
990,3296,David,Female,21,Germany,Berlin,,Pizza,5,753.61,10,2022-08-12,2,,Returned,4,Excellent
3745,3292,Frank,M,45,France,Berlin,,Laptop,6,1859.82,,2021-08-08,9,Cash,Returned,5,
10879,7394,Alice,M,37,Germany,London,Furniture,Novel,,526.43,0,2022-11-26,,,Delivered,,Excellent
8612,3170,Grace,F,27,India,Berlin,Books,Laptop,8,969.34,15,2021-10-10,3,Cash,Pending,2,Excellent
594,1324,Charlie,Female,48,,Mumbai,Furniture,Chair,1,1536.74,10,2022-01-25,12,Credit Card,Delivered,3,
14821,1985,Eva,F,36,India,Mumbai,,Phone,1,628.83,0,2021-11-14,13,Net Banking,Returned,4,Average
1775,7644,David,,19,India,Mumbai,Furniture,Novel,,687.68,0,2021-01-08,4,Credit Card,Delivered,2,Poor
10652,5782,Charlie,Female,21,France,London,Books,Pizza,4,1318.34,,2021-07-03,3,Cash,Cancelled,3,Poor
936,4852,,M,32,Germany,Mumbai,Furniture,Laptop,3,984.0,20,2021-10-06,12,Cash,Cancelled,5,Good
13396,2739,Charlie,Male,55,France,,,Novel,1,639.18,0,2021-06-28,12,Debit Card,,4,Average
13425,2860,Eva,M,50,Canada,Berlin,Food,Pizza,2,956.92,20,2021-07-14,8,Credit Card,Delivered,2,Excellent
3809,4137,Frank,Female,35,India,Paris,Electronics,Chair,7,552.01,,2022-07-03,5,Net Banking,Delivered,3,Poor
332,4898,Bob,Female,57,Germany,,Clothing,Phone,1,713.15,20,2022-10-03,10,UPI,Delivered,5,Poor
11642,1835,David,Female,49,UK,London,Books,Pizza,4,1643.36,,2021-12-15,8,Net Banking,Pending,4,Good
7923,5154,Frank,Female,49,France,Paris,Electronics,Pizza,7,1086.83,15,2022-03-01,2,Debit Card,Delivered,2,Excellent
2703,3778,Eva,,30,UK,New York,Clothing,Novel,8,866.71,0,2021-12-21,5,Net Banking,Returned,1,
14377,6617,Bob,Male,68,Canada,Toronto,Books,Laptop,3,610.7,10,2021-09-30,5,Cash,Delivered,2,Poor
12199,2396,,M,33,UK,Paris,Books,Novel,3,1506.57,10,2022-01-25,4,Credit Card,Pending,1,Excellent
5890,7409,Eva,,50,USA,Berlin,Food,,6,1702.22,15,2021-02-19,5,Debit Card,Returned,5,Average
5055,2676,Eva,F,51,India,London,Books,Shirt,8,525.7,0,2021-08-21,8,UPI,Cancelled,2,
3869,5331,Charlie,Female,68,Canada,Mumbai,Food,Novel,1,1994.41,10,2022-04-06,12,,Returned,4,Poor
4201,5313,Grace,M,31,UK,Mumbai,Clothing,Novel,8,1260.32,15,2022-12-10,1,Cash,Cancelled,1,Good
202,6646,Frank,F,64,France,Paris,Furniture,,2,1763.29,,2022-05-30,4,Cash,,5,
2498,2837,,Male,19,India,Paris,,Laptop,,951.05,0,2023-03-05,13,Credit Card,Delivered,1,Poor
1843,4721,Eva,M,30,Canada,Paris,Food,,3,1423.05,20,2022-04-09,,Cash,Cancelled,4,
10059,6525,Frank,,69,,Berlin,Furniture,Phone,9,1972.43,20,2021-12-01,,UPI,Cancelled,3,Good
10189,4672,Bob,F,46,India,Mumbai,Furniture,Chair,8,1888.71,15,2021-08-10,6,Cash,Pending,,Poor
13578,4022,Charlie,M,69,Canada,Toronto,Books,Shirt,2,441.42,5,2022-08-27,8,Net Banking,,1,Average
9102,5684,Bob,,60,France,New York,Electronics,Laptop,2,1477.48,20,2021-07-31,10,UPI,Returned,1,Good
12498,2671,Bob,Female,59,Germany,Berlin,Furniture,Phone,1,503.73,,2022-12-12,3,Credit Card,,4,Poor
4659,1916,Charlie,M,51,France,Toronto,Electronics,Laptop,2,1942.59,,2021-01-31,11,Cash,Delivered,5,Excellent
11382,6588,Frank,Female,34,,Mumbai,Food,,6,1582.86,5,2021-11-12,14,Credit Card,Delivered,2,Good
7545,1917,Bob,F,20,Germany,Mumbai,Furniture,Pizza,8,1631.07,0,2022-04-28,8,UPI,Delivered,,Bad
7719,2133,Alice,F,47,India,Mumbai,Furniture,Shirt,5,1873.78,5,2021-11-03,8,Net Banking,Cancelled,3,Average
13852,7496,Frank,F,21,France,Mumbai,Furniture,Pizza,4,1466.76,0,2022-10-22,2,Debit Card,Returned,,Average
771,2836,Grace,Female,48,UK,London,Electronics,Pizza,4,631.99,10,2021-06-15,3,Net Banking,Returned,4,Average
3156,3138,Grace,Female,22,France,Mumbai,Food,Laptop,3,1324.09,0,2021-08-27,7,Debit Card,Pending,3,Excellent
10694,5007,Eva,,19,UK,Paris,Electronics,,3,1075.05,0,2021-08-17,6,UPI,,3,Bad
10907,2905,Charlie,M,21,UK,Mumbai,Clothing,Chair,4,1462.67,0,2021-12-17,9,Debit Card,Returned,,Bad
12917,4989,Grace,,61,India,Toronto,Clothing,Laptop,5,529.93,20,2023-05-15,5,Credit Card,Pending,4,
